score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,run_id
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.6351,0.6351,0.6351,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,AGRI,ALL,capture_0.2,0.14974124016182103,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,AGRI,ALL,observed-label_auc,0.7080138036809815,0.708,0.708,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.708,0.708,0.708,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,AGRI,ALL,capture_0.2,0.214559311446744,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,AGRI,ALL,observed-label_auc,0.7125671012269938,0.7126,0.7126,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,AGRI,ALL,observed-label_auc,0.7126,0.7126,0.7126,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,AGRI,ALL,capture_0.2,0.8827940611444774,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,AGRI,ALL,observed-label_auc,0.9203412576687117,0.9203,0.9203,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,AGRI,ALL,observed-label_auc,0.9203,0.9203,0.9203,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,AGRI,ALL,capture_0.2,0.3757970764476239,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,AGRI,ALL,observed-label_auc,0.6220283742331288,0.622,0.622,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.622,0.622,0.622,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,AGRI,ALL,observed-label_auc,0.79826495398773,0.7983,0.7983,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.7983,0.7983,0.7983,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,capture_0.2,1.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,AGRI,ALL,observed-label_auc,0.310103527607362,0.3101,0.3101,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,AGRI,ALL,observed-label_auc,0.3101,0.3101,0.3101,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,AGRI,ALL,observed-label_auc,0.5452453987730062,0.5452,0.5452,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,AGRI,ALL,observed-label_auc,0.5452,0.5452,0.5452,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.8560199386503068,0.856,0.856,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.856,0.856,0.856,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,capture_0.2,0.35291869295844475,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.5453412576687117,0.5453,0.5453,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.5453,0.5453,0.5453,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,capture_0.2,0.0,,,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,AGRI,ALL,observed-label_auc,0.6781931519054996,0.6781931519054996,0.6781931519054996,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,AGRI,ALL,observed-label_auc,0.6938993730234327,0.6938993730234327,0.6938993730234327,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,AGRI,ALL,observed-label_auc,0.6757744928321574,0.6757744928321574,0.6757744928321574,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,AGRI,ALL,observed-label_auc,0.613090303661725,0.613090303661725,0.613090303661725,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,observed-label_auc,0.6884464385866517,0.6884464385866517,0.6884464385866517,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,observed-label_auc,0.8258553000560852,0.8258553000560852,0.8258553000560852,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,observed-label_auc,0.24468087020479173,0.24468087020479173,0.24468087020479173,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,observed-label_auc,0.5047091121567229,0.5047091121567229,0.5047091121567229,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,observed-label_auc,0.736951043604872,0.736951043604872,0.736951043604872,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,observed-label_auc,0.5520402440923876,0.5520402440923876,0.5520402440923876,1,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7310015075690672,0.548,0.8143,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6884,0.5625,0.829,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.4545,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.47120154550989773,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.3563839751652528,0.273,0.5395,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.3688,0.2406,0.5208,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,capture_0.2,0.03551677889453283,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7207607425446695,0.6382,0.8709,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7428,0.6203,0.8653,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,capture_0.2,0.4545,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,capture_0.2,0.42340529846842107,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7061846013862499,0.5812,0.8292,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7065,0.5596,0.8387,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,capture_0.2,0.1818,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,capture_0.2,0.14634878761539125,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6342227098776996,0.2087,0.8131,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5087,0.2044,0.8324,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.3636,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,capture_0.2,0.38111165470783903,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6743561609619896,0.1514,0.8927,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5291,0.1655,0.9148,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.6364,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,capture_0.2,0.6273555423219277,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7610369220613554,0.431,0.9448,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7407,0.3997,0.9355,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,capture_0.2,0.7273,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,capture_0.2,0.6345425964449151,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6886200836745435,0.5407,0.7693,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6693,0.5424,0.7786,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,capture_0.2,0.1818,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,capture_0.2,0.1035508253340337,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7970936922953408,0.6635,0.8512,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.748,0.6633,0.8327,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.4545,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.4369603723395583,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7006806362119874,0.6197,0.7311,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6738,0.6211,0.7266,4,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.2727,,,11,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.26409063225647805,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.7212340222157271,0.5640661857983648,0.8107109780214367,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,observed-label_auc,0.40488917111890843,0.2936705299960372,0.627141456444236,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,observed-label_auc,0.7034637305261607,0.5963094942575947,0.8843556510898783,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,observed-label_auc,0.6820935818636135,0.5233465864712252,0.7752049760285322,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,observed-label_auc,0.6179038811926494,0.20246670025949834,0.8510835374078196,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,observed-label_auc,0.6541415748354898,0.16664433039552726,0.9328174066722457,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,observed-label_auc,0.6758699212298388,0.2608313128380824,0.9204462502285643,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,observed-label_auc,0.6478938986889992,0.4948048538416423,0.7412115097315558,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.7591174906177325,0.6466143093013937,0.8753468993686019,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.6839367350183448,0.5995068022444555,0.7351719567158623,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,capture_0.2,0.2940557820270751,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,ALL,ALL,capture_0.2,0.0,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,ALL,ALL,capture_0.2,0.20091758673187074,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,ALL,ALL,capture_0.2,0.6298948896693257,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,ALL,ALL,capture_0.2,0.41414104288517206,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,ALL,ALL,capture_0.2,0.5744606768378395,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,ALL,ALL,capture_0.2,0.24189305473226214,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,ALL,ALL,capture_0.2,0.3642258190374652,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,ALL,ALL,capture_0.2,0.41604877946659446,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,ALL,ALL,capture_0.2,0.44189305473226215,,,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,observed-label_auc,0.7220625150243893,0.5404717706207419,0.8666829391820109,5,2024-07-24,holdout,2024,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
