scenario_no,replicate,v1_auc,v1_capture,v1_object_auc,max_event_share,evaluable,v2_auc,v2_capture,v2_object_auc,n_events_used,v1_pass,v2_pass,v2_evaluable,v1_v2_flip,v1_minus_v2_auc
1,42,0.6261429770591348,0.3994708994708995,0.6814429005147165,1.0,True,,,,,False,False,False,False,
1,43,0.5776846761534428,0.39226519337016574,0.6660477652572652,1.0,True,,,,,False,False,False,False,
1,44,0.5852237612269492,0.3756906077348066,0.6781985036720474,1.0,True,,,,,False,False,False,False,
1,45,0.6430164792398202,0.4383954154727794,0.7045413686984486,1.0,True,,,,,False,False,False,False,
1,46,0.6179415937553463,0.4438356164383562,0.685082840182433,1.0,True,,,,,False,False,False,False,
1,47,0.649368213315712,0.4788732394366197,0.7208692121858387,1.0,True,,,,,False,False,False,False,
1,48,0.6087604940292298,0.3972972972972973,0.692956470707049,1.0,True,,,,,False,False,False,False,
1,49,0.6168908167093785,0.4157608695652174,0.6636394695280251,1.0,True,,,,,False,False,False,False,
1,50,0.6355021583137124,0.4583333333333333,0.6946387660582691,0.9999999999999999,True,,,,,False,False,False,False,
1,51,0.6197268113631823,0.40947075208913647,0.6833093485813467,1.0,True,,,,,False,False,False,False,
1,52,0.6136512960979396,0.4112676056338028,0.7068313604733539,1.0,True,,,,,False,False,False,False,
1,53,0.6695620856810429,0.45348837209302323,0.7300103888789045,1.0,True,,,,,False,False,False,False,
1,54,0.6173011607631971,0.40273972602739727,0.6909332457531115,1.0,True,,,,,False,False,False,False,
1,55,0.6152355352092972,0.3939393939393939,0.6837340362461387,1.0,True,,,,,False,False,False,False,
1,56,0.6564481673983616,0.4371584699453552,0.7132150763268187,1.0,True,,,,,False,False,False,False,
1,57,0.575341952002308,0.37142857142857144,0.661519914369675,1.0,True,,,,,False,False,False,False,
1,58,0.6595517689325677,0.4358288770053476,0.7094260170588964,1.0,True,,,,,False,False,False,False,
1,59,0.6455669556421323,0.4584527220630373,0.6969303215911282,1.0,True,,,,,False,False,False,False,
1,60,0.657678131767079,0.45588235294117646,0.7156416666254185,1.0,True,,,,,False,False,False,False,
1,61,0.6434734045060388,0.40431266846361186,0.7141476167863696,1.0,True,,,,,False,False,False,False,
1,62,0.6098443403516064,0.4,0.6866128409598385,1.0,True,,,,,False,False,False,False,
1,63,0.6138848093317832,0.41005291005291006,0.667159312626579,1.0,True,,,,,False,False,False,False,
1,64,0.6607020853384755,0.4456824512534819,0.722872032442534,1.0,True,,,,,False,False,False,False,
1,65,0.6521927535574393,0.4555256064690027,0.7112014785136025,1.0,True,,,,,False,False,False,False,
1,66,0.6466423237100343,0.4562841530054645,0.7191142965751527,1.0,True,,,,,False,False,False,False,
1,67,0.6131808046858438,0.4623955431754875,0.6812973069097386,1.0,True,,,,,False,False,False,False,
1,68,0.6630550925510054,0.5027472527472527,0.7184056915173056,0.9999999999999999,True,,,,,False,False,False,False,
1,69,0.6237570640220055,0.4192634560906516,0.689528932281059,0.9999999999999999,True,,,,,False,False,False,False,
1,70,0.6865435190763538,0.4822888283378747,0.7498546639068115,1.0,True,,,,,False,False,False,False,
