score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,nested_status,run_id
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,1.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.75,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6322058823529412,0.5734,0.691,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6322,0.5734,0.691,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6729901960784314,0.6291,0.7169,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.673,0.6291,0.7169,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,observed-label_auc,0.22573529411764706,0.1884,0.2631,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.2257,0.1884,0.2631,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.8350708934799549,0.618075117370892,0.9685147148686597,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.5337107702458562,0.3146844027125717,0.6816502590304154,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,observed-label_auc,0.5639967571018324,0.31515388628064683,0.7155617023287494,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,observed-label_auc,0.2564141551293262,0.14607459572248305,0.3894736230479491,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,capture_0.2,0.2,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,capture_0.2,0.6000108853563687,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,capture_0.2,0.6,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,capture_0.2,0.6,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,observed-label_auc,0.7721715443495709,0.7279873528143941,0.8253862075582911,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.8606011672691304,0.7658442689921576,0.9500034268638713,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,observed-label_auc,0.8291111182652008,0.7535239158417555,0.9067621619398789,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,observed-label_auc,0.8495665524274816,0.7939695063737493,0.9051751127438215,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,capture_0.2,0.4,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,capture_0.2,0.2,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,FLAT,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,observed-label_auc,0.19760696509289596,0.04199388577138622,0.38502462102925566,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,observed-label_auc,0.562104474752852,0.29833273052337306,0.8258762189823308,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,observed-label_auc,0.45948272401145174,0.2384076197508755,0.6859087822991156,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,observed-label_auc,0.5035540224344631,0.340650576490052,0.6665018827845902,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,observed-label_auc,0.31883629878645187,0.1997842638774877,0.4788181620682164,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,observed-label_auc,0.46954310734013693,0.2130162603026941,0.7260699543775799,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,observed-label_auc,0.38467445704348097,0.14526821145197244,0.6173259532102677,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,observed-label_auc,0.4420283395290701,0.2327531813392611,0.6513358135998262,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,capture_0.2,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,capture_0.2,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,capture_0.2,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,capture_0.2,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.4,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,capture_0.2,0.4,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,UNIVERSE,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,capture_0.2,0.2,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.5484829877521097,0.4310922144191907,0.6950443401147626,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.6692762737817792,0.44571863163258796,0.8818988002086593,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,observed-label_auc,0.6057812396626565,0.409560724726102,0.803372978612415,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,observed-label_auc,0.6419417091989438,0.47404512940466903,0.8098620239958267,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,observed-label_auc,0.8308437911791497,0.7832,0.875,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,0.841,0.7832,0.875,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.5556,,,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,capture_0.2,0.6106278425477619,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.8918961644247522,0.8475,0.9413,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.8985,0.8475,0.9413,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.9444,,,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,capture_0.2,0.899423864220464,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,observed-label_auc,0.8656129963239088,0.8262,0.914,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,ALL,ALL,observed-label_auc,0.8754,0.8262,0.914,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,capture_0.2,0.7222,,,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,capture_0.2,0.7278842155434261,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,observed-label_auc,0.8685672087943187,0.824,0.9128,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,ALL,ALL,observed-label_auc,0.8784,0.824,0.9128,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,capture_0.2,0.8333,,,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,capture_0.2,0.8259169711176947,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,observed-label_auc,0.8516470605020993,0.800647446763012,0.88608396235955,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.8956295902796229,0.8543239761795934,0.9469357979097772,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,observed-label_auc,0.8718159870376647,0.8290566779248864,0.8966118940564288,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,observed-label_auc,0.8783051530184673,0.8301987359218203,0.9036603630203525,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,0.44356199453074996,0.2869,0.5888,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.4771,0.2869,0.5888,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.1111,,,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,capture_0.2,0.09554018295854537,,,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.653988722096158,0.5148,0.8105,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.6743,0.5148,0.8105,3,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.2778,,,18,2023-08-10,holdout,2023,3,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
