role_group,rule,size_m,group,level,n,n_survive,median_area_m2,survival,n_outside_domain
holdout,soft,500,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,soft,500,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,any,1000,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,any,1000,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,f01,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f01,1000,land_class,agricultural,119,105,14446.951363918934,0.8823529411764706,0.0
holdout,f10,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f10,1000,land_class,agricultural,119,71,14446.951363918934,0.5966386554621849,0.0
holdout,f25,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f25,1000,land_class,agricultural,119,20,14446.951363918934,0.16806722689075632,0.0
holdout,f50,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f50,1000,land_class,agricultural,119,17,14446.951363918934,0.14285714285714285,0.0
holdout,center,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,center,1000,land_class,agricultural,119,21,14446.951363918934,0.17647058823529413,0.0
holdout,rep_point,1000,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,rep_point,1000,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,soft,1000,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,soft,1000,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,any,100,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,any,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,any,100,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,f01,100,land_class,urban,57,52,280.19487073214333,0.9122807017543859,0.0
holdout_pooled,f01,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,f01,100,land_class,unknown,20,18,913.5309905245406,0.9,0.0
holdout_pooled,f10,100,land_class,urban,57,7,280.19487073214333,0.12280701754385964,0.0
holdout_pooled,f10,100,land_class,agricultural,119,116,14446.951363918934,0.9747899159663865,0.0
holdout_pooled,f10,100,land_class,unknown,20,7,913.5309905245406,0.35,0.0
holdout_pooled,f25,100,land_class,urban,57,1,280.19487073214333,0.017543859649122806,0.0
holdout_pooled,f25,100,land_class,agricultural,119,101,14446.951363918934,0.8487394957983193,0.0
holdout_pooled,f25,100,land_class,unknown,20,4,913.5309905245406,0.2,0.0
holdout_pooled,f50,100,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f50,100,land_class,agricultural,119,83,14446.951363918934,0.6974789915966386,0.0
holdout_pooled,f50,100,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout_pooled,center,100,land_class,urban,57,1,280.19487073214333,0.017543859649122806,0.0
holdout_pooled,center,100,land_class,agricultural,119,93,14446.951363918934,0.7815126050420168,0.0
holdout_pooled,center,100,land_class,unknown,20,6,913.5309905245406,0.3,0.0
holdout_pooled,rep_point,100,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,rep_point,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,rep_point,100,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,soft,100,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,soft,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,soft,100,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,any,200,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,any,200,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,any,200,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,f01,200,land_class,urban,57,29,280.19487073214333,0.5087719298245614,0.0
holdout_pooled,f01,200,land_class,agricultural,119,117,14446.951363918934,0.9831932773109243,0.0
holdout_pooled,f01,200,land_class,unknown,20,13,913.5309905245406,0.65,0.0
holdout_pooled,f10,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f10,200,land_class,agricultural,119,103,14446.951363918934,0.865546218487395,0.0
holdout_pooled,f10,200,land_class,unknown,20,4,913.5309905245406,0.2,0.0
holdout_pooled,f25,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f25,200,land_class,agricultural,119,86,14446.951363918934,0.7226890756302521,0.0
holdout_pooled,f25,200,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout_pooled,f50,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f50,200,land_class,agricultural,119,60,14446.951363918934,0.5042016806722689,0.0
holdout_pooled,f50,200,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,center,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,center,200,land_class,agricultural,119,76,14446.951363918934,0.6386554621848739,0.0
holdout_pooled,center,200,land_class,unknown,20,3,913.5309905245406,0.15,0.0
holdout_pooled,rep_point,200,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,rep_point,200,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,rep_point,200,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,soft,200,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,soft,200,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,soft,200,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,any,500,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,any,500,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,any,500,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,f01,500,land_class,urban,57,14,280.19487073214333,0.24561403508771928,0.0
holdout_pooled,f01,500,land_class,agricultural,119,112,14446.951363918934,0.9411764705882353,0.0
holdout_pooled,f01,500,land_class,unknown,20,5,913.5309905245406,0.25,0.0
holdout_pooled,f10,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f10,500,land_class,agricultural,119,83,14446.951363918934,0.6974789915966386,0.0
holdout_pooled,f10,500,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout_pooled,f25,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f25,500,land_class,agricultural,119,57,14446.951363918934,0.4789915966386555,0.0
holdout_pooled,f25,500,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,f50,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f50,500,land_class,agricultural,119,31,14446.951363918934,0.2605042016806723,0.0
holdout_pooled,f50,500,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,center,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,center,500,land_class,agricultural,119,55,14446.951363918934,0.46218487394957986,0.0
holdout_pooled,center,500,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,rep_point,500,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,rep_point,500,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,rep_point,500,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,soft,500,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,soft,500,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,soft,500,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,any,1000,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,any,1000,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,any,1000,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,f01,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f01,1000,land_class,agricultural,119,105,14446.951363918934,0.8823529411764706,0.0
holdout_pooled,f01,1000,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout_pooled,f10,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f10,1000,land_class,agricultural,119,71,14446.951363918934,0.5966386554621849,0.0
holdout_pooled,f10,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,f25,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f25,1000,land_class,agricultural,119,20,14446.951363918934,0.16806722689075632,0.0
holdout_pooled,f25,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,f50,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,f50,1000,land_class,agricultural,119,17,14446.951363918934,0.14285714285714285,0.0
holdout_pooled,f50,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,center,1000,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout_pooled,center,1000,land_class,agricultural,119,21,14446.951363918934,0.17647058823529413,0.0
holdout_pooled,center,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout_pooled,rep_point,1000,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,rep_point,1000,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,rep_point,1000,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout_pooled,soft,1000,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout_pooled,soft,1000,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout_pooled,soft,1000,land_class,unknown,20,20,913.5309905245406,1.0,0.0
